Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinders,Upholstery,Engine
Suzuki,Swift,1.4 GL,USD,"u$s9,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/swift/pe/RT_PU_ed42b1dd1f204a6d844aa5867366d989.webp,2015,78000 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,4 en línea,tela,1372 cc
Mahindra,Pik Up,DC E3 CRDi 4x4,USD,"u$s9,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mahindra/pik-up/pe/RT_PU_9ac72a05e697401b848ec2cdf970e63e.webp,2006,169000 km,diesel,manual 5 velocidades,Lima |Lima,Verde,4 en línea,tela,2200 cc
Suzuki,Grand Vitara,1.6L Full,USD,"u$s15,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-vitara/pe/RT_PU_079d223293b945bab7512dc3cc067a0d.webp,2017,48200 km,gasolina,manual 5 velocidades,Lima |Lima,Blanco,4 en línea,tela,1586 cc
Mazda,3 Sedán,1.6 GS Core,USD,"u$s12,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sedan/pe/RT_PU_0780ea64856b4d2eb163258f6dd8de90.webp,2016,91000 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,4 en línea,símil cuero,1598 cc
Mazda,3 Sedán,2.0 GS Core,USD,"u$s17,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sedan/pe/RT_PU_592ebd550f77495c8afaf05702e7f076.webp,2020,29800 km,gasolina,manual 5 velocidades,Arequipa |Arequipa,Blanco Perla,4 en línea,símil cuero,1598 cc
DFSK,580,1.5L Turbo Comfort,USD,"u$s16,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dfsk/580/pe/RT_PU_0b33fb2c664541dfa652fb936a243206.webp,2021,26000 km,gasolina,manual 6 velocidades,Arequipa |Arequipa,Azul,4 en línea,símil cuero,1499 cc
Renault,Duster,1.6L Intens,USD,"u$s14,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster/pe/RT_PU_7dd263979fde4a85805af6c6927a4c4a.webp,2018,33919 km,gasolina,manual 5 velocidades,Trujillo |La Libertad,Blanco,4 en línea,tela,1598 cc
Toyota,Starlet,"Xl L4,1.3,8v A 1 1",PEN,"$7,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/starlet/pe/RT_PU_c96c4f50625a42c58fa893d3d9b58211.webp,2007,140000 km,gasolina,N/D,Lima |Lima,Blanco,N/D,,
Nissan,350z,2003,USD,"u$s13,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/350z/pe/RT_PU_3185e91c7dab4846b3e030e654304236.webp,1981,200100 km,gasolina,,Lima |Lima,Marrón,,,
Mazda,CX-30,Core AT,USD,"u$s24,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-30/pe/RT_PU_57cea421f4a04f0bb5557f66e9f0e091.webp,2021,27000 km,gasolina,automática 6 velocidades,Lima |Lima,Gris,4 en línea,tela,1999 cc
KIA,Rio,1.4 EX Full,USD,"u$s17,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio/pe/RT_PU_7ef00d39d2664d978e2a0a2c624784c1.webp,2013,125500 km,gasolina,manual 6 velocidades,Lima |Lima,Negro,4 en línea,tela,1399 cc
Nissan,X-Trail,GLS Sense,USD,"u$s19,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_ee459fa1aefc42a6be3c802bf2a8ccf5.webp,2016,65000 km,gasolina,automática 6 velocidades,Lima |Lima,Rojo,4 en línea,tela,2488 cc
Peugeot,Partner,1.6L Furgon,USD,"u$s10,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/peugeot/partner/pe/RT_PU_a5f7a395136649648df6c9d06a2eeef6.webp,2018,89795 km,gasolina,manual 5 velocidades,Lima |Lima,Blanco,4 en línea,tela,1587 cc
Toyota,Hilux,"Doble Cabina Pickup 4x4 L4,2.4,8v S 1 3",USD,"u$s29,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/hilux/pe/RT_PU_0166d8e9a8854b5cb7bc913e2f240edc.webp,2018,100000 km,gasolina,N/D,Lima |Lima,Blanco,N/D,,
KIA,Mohave,3.8L,PEN,"$13,700",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/mohave/pe/RT_PU_b0287d055f2d4599bd0695a2f1a3c176.webp,2010,154000 km,gasolina,automática secuencial 5 velocidades,Lima |Lima,Negro,6 en V,cuero,3778 cc
KIA,Sportage,2.0L LX Plus Aut,USD,"u$s16,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_eeee46be31ff43b3b5632384fd8ca3b7.webp,2014,95000 km,gasolina,automática 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,1999 cc
Mitsubishi,Outlander,2.0L GLS CVT,USD,"u$s18,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/outlander/pe/RT_PU_491834be852d4570ad747775b214bf14.webp,2016,72000 km,gasolina,automática 6 velocidades,Lima |Lima,Rojo,4 en línea,cuero,1998 cc
Subaru,Legacy Sedán,AWD 2.0 GL,USD,"u$s13,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/legacy-sedan/pe/RT_PU_059d00e0598d4e1d88e5da2de61b835a.webp,2013,115000 km,gasolina,manual 4 velocidades,Lima |Lima,Azul,4 en línea,cuero,1994 cc
Nissan,Versa,1.6L Drive,USD,"u$s14,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/versa/pe/RT_PU_16e33f0f53a943d8b4a0986ddb88d6c4.webp,2022,8500 km,gasolina,manual 5 velocidades,Arequipa |Arequipa,Plata,4 en línea,tela,1598 cc
Geely,GS,1.8L Sport Aut,USD,"u$s15,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/geely/gs/pe/RT_PU_a53de655126a4bcca15ca8a39942c290.webp,2019,29500 km,gasolina,automática 6 velocidades,Lima |Lima,Naranja,4 en línea,símil cuero,1799 cc
Volkswagen,Passat,1.8L Aut,USD,"u$s6,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/passat/pe/RT_PU_2216d161443641819ef00f3ae9aeeeb2.webp,2002,180000 km,gasolina,automática 4 velocidades,Lima |Lima,Negro,4 en línea,gamuza,1800 cc
Toyota,Corolla,1.8 Premium,USD,"u$s15,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla/pe/RT_PU_1a841ca275424b8e89fa470f62849ccb.webp,2016,180000 km,gasolina,manual 6 velocidades,Lima |Lima,Gris,4 en línea,tela,1798 cc
Volkswagen,Saveiro,1.6L Robust DC,USD,"u$s14,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/saveiro/pe/RT_PU_43904e15b9f941e9a63609ecbe217a4f.webp,2020,52000 km,gasolina,manual 5 velocidades,Lima |Lima,Negro,4 en línea,tela,1599 cc
Changan,CS55,1.5L Elite,USD,"u$s14,200",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/cs55/pe/RT_PU_dfccdb70bad1494fa5d88575b198ae7e.webp,2021,30412 km,gasolina,manual 6 velocidades,Lima |Lima,Rojo,4 en línea,cuero,1499 cc
Mazda,2 Sport,1.5 Aut GS Core,USD,"u$s9,400",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/2-sport/pe/RT_PU_cb21c556bb4b41a1970948daad0fc8ab.webp,2013,62000 km,gasolina,automática,Lima |Lima,Blanco,4 en línea,tela,1500 cc
Dodge,NITRO,3.7 Lts. 4x4,USD,"u$s10,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dodge/nitro/pe/RT_PU_94fdf5d0eb634a54bad591fbb9ca7f03.webp,2009,55000 km,gasolina,,Lima |Lima,Negro,,,
Toyota,Yaris Sedán,1.3,USD,"u$s11,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/yaris-sedan/pe/RT_PU_a664b769a756421591151d39b114afa4.webp,2014,49500 km,gasolina,manual 5 velocidades,Cajamarca |Cajamarca,Blanco,4 en línea,tela,1299 cc
Jeep,Grand Cherokee,3.6L Laredo 4x4,USD,"u$s25,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/grand-cherokee/pe/RT_PU_69d0c07051a343a989460726bb430b29.webp,2016,100000 km,gasolina,automática 8 velocidades,Lima |Lima,Gris,6 en V,tela,3604 cc
KIA,Sportage,2.0L EX Sport,USD,"u$s13,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_a044b8c3a0ac4655a661aa5ac0d428eb.webp,2010,81600 km,gasolina,manual 6 velocidades,Lima |Lima,Rojo,4 en línea,tela,1999 cc
Toyota,Rav4,2.0 4x2 Aut,USD,"u$s24,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_12a9f13d36524fe7912e029f4934b8d1.webp,2018,35000 km,gasolina,automática 6 velocidades,Callao |Callao,Negro,4 en línea,tela,1987 cc
Changan,CS35 Plus,1.4L Luxury Plus,USD,"u$s15,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/cs35-plus/pe/RT_PU_aeaba40907e54cde85cb48f1fee030eb.webp,2021,15500 km,gasolina,automática 7 velocidades,Piura |Piura,Plata,4 en línea,símil cuero,1397 cc
Toyota,Rav4,2.0L Full Aut 4x2,USD,"u$s16,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_8404a2d32b9641b5a32b2e493b5f7f60.webp,2015,87000 km,gasolina,automática CVT,Lima |Lima,Plata Metálico,4 en línea,tela,1987 cc
Mazda,3 Sedán,2.0 GS Core,USD,"u$s17,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sedan/pe/RT_PU_be723210c768444ba640b5a447d1ef07.webp,2018,36000 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,4 en línea,símil cuero,1598 cc
Mazda,CX-3,2.0L Entry,USD,"u$s18,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-3/pe/RT_PU_2d5267173df94188909729af81e118e2.webp,2020,20850 km,gasolina,manual 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,1998 cc
Toyota,Yaris Sedán,1.3 GLi,USD,"u$s13,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/yaris-sedan/pe/RT_PU_bcc765ebfa1446f885eadd4b00b2346b.webp,2016,49351 km,gasolina,manual 5 velocidades,Lima |Lima,Azul Metálico,4 en línea,tela,1299 cc
Chery,Tiggo 8,1.5L Full Aut,USD,"u$s20,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo-8/pe/RT_PU_6364c841109645d385190c87b4bba664.webp,2021,24500 km,gasolina,automática 6 velocidades,Lima |Lima,Gris,4 en línea,símil cuero y tela,1500 cc
DS,4,1.6L BVA6 So Chic,PEN,"$16,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ds/4/pe/RT_PU_3ee5fd7aa8f748158e9258999be8c5fc.webp,2015,547500 km,gasolina,automática secuencial 6 velocidades,Lima |Lima,Negro Perla,4 en línea,cuero,1598 cc
Nissan,X-Trail,Advance,USD,"u$s9,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_46f86f704c5242b0ba7d4cc5c803bee3.webp,2002,278451 km,gasolina,automática CVT con modo manual (6 vel),Trujillo |La Libertad,Bronce,4 en línea,tela,2488 cc
Mitsubishi,L200,2.4L 4x4 TD HP GLS,USD,"u$s33,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/l200/pe/RT_PU_d8b052fea5fa4f97afa6ece4606f9c74.webp,2021,85000 km,diesel,manual 6 velocidades,Tacna |Tacna,Plata,4 en línea,símil cuero,2442 cc
Suzuki,Grand Vitara,2.4 Aut 3P,USD,"u$s10,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-vitara/pe/RT_PU_8df5f882e34c4e1ab2a8f55fe90dfe9f.webp,2010,95000 km,gasolina,manual 5 velocidades,Lima |Lima,Gris,4 en línea,tela,2393 cc
Hyundai,Atos,1.1L Full,USD,"u$s9,900",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/atos/pe/RT_PU_2ddb1889706b49a184c75ed6ce114a10.webp,2020,22000 km,gasolina,manual 5 velocidades,Lima |Lima,Bronce,4 en línea,tela,1100 cc
Hyundai,Creta,1.6L GLS Style Aut,USD,"u$s17,700",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/creta/pe/RT_PU_4868ca08c95b42f4b502f03dce9eb91e.webp,2018,68000 km,gasolina,automática 6 velocidades,Lima |Lima,Negro,4 en línea,tela,1591 cc
Lexus,IS,2OOt,PEN,"$25,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/lexus/is/pe/RT_PU_bcb53ebb68c3458dae340aab594c6387.webp,2017,24520 km,gasolina,automática 8 velocidades,Lima |Lima,Plata,4 en línea,cuero,1998 cc
Volkswagen,Jetta GLI,2.0L TSI,USD,"u$s12,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/jetta-gli/pe/RT_PU_8543c23509564198ad6f7811f6b8370e.webp,2014,77000 km,gasolina,DSG 6 velocidades,Lima |Lima,Blanco,4 en línea,cuero,1998 cc
Nissan,NP300 Frontier,2.5L TDI 4x4 DC,USD,"u$s22,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/np300-frontier/pe/RT_PU_c2a76fd3a01c4828ad339324cdc651b6.webp,2016,120000 km,diesel,manual 6 velocidades,Chiclayo |Lambayeque,Negro,4 en línea,tela,2488 cc
Haval,Jolion,Intelligent MT,USD,"u$s17,700",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/haval/jolion/pe/RT_PU_143f7407787847bba433f250b6e5e250.webp,2022,29000 km,gasolina,manual 6 velocidades,Santa |Ancash,Negro,4 en línea,tela,1500 cc
KIA,Rio,1.4 EX Full,USD,"u$s10,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio/pe/RT_PU_f35756395caa4776ab2522c1ede92f4b.webp,2014,63000 km,gasolina,manual 6 velocidades,Lima |Lima,Azul Profundo,4 en línea,tela,1399 cc
Volkswagen,Tiguan,2.0L Highline,USD,"u$s31,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/tiguan/pe/RT_PU_b33b1a0b58d74fb4afc0ad585ffb6e2e.webp,2018,47000 km,gasolina,DSG 7 velocidades,Lima |Lima,Negro Perla,4 en línea,cuero,1984 cc
KIA,Cerato,2.0 EX Aut Plus,USD,"u$s14,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/cerato/pe/RT_PU_e87222bf6c9846f18a2e5cc6c66c8251.webp,2016,96400 km,gasolina,automática 6 velocidades,Lima |Lima,Gris Metálico,4 en línea,cuero,2000 cc
Volkswagen,Tiguan,2.0L Highline,USD,"u$s29,999",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/tiguan/pe/RT_PU_ef415df96dab4169ae6fb3db57020379.webp,2018,80000 km,gasolina,DSG 7 velocidades,Santa |Ancash,Gris Platino,4 en línea,cuero,1984 cc
Brilliance,V3,1.5L Exclusive,USD,"u$s10,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/brilliance/v3/pe/RT_PU_359e7fc092ce4299ae8ce78afd16654f.webp,2017,90000 km,gasolina,manual 5 velocidades,Lima |Lima,Plata Metalizado,4 en línea,símil cuero,1498 cc
Changan,CS35 Plus,1.6L Luxury Aut,USD,"u$s17,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/cs35-plus/pe/RT_PU_3540d211a1b94387a7140a01a8f34a1a.webp,2022,17000 km,gasolina,automática 6 velocidades,Arequipa |Arequipa,Gris,4 en línea,símil cuero,1598 cc
Mazda,3 Sport,2.5L High  Aut,USD,"u$s19,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sport/pe/RT_PU_1a12972427404fc1ad74365585900045.webp,2018,55000 km,gasolina,automática 6 velocidades,Huancayo |Junin,Gris,4 en línea,cuero,2497 cc
KIA,Sportage,2.0L Dluxe Aut,USD,"u$s19,700",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_82e9ee59cd0149aaa193e08a25f22511.webp,2017,61105 km,gasolina,automática secuencial 4 velocidades,Pisco |Ica,Plata,4 en línea,tela,2000 cc
Mazda,CX-3,2.0i Prime,USD,"u$s17,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-3/pe/RT_PU_30b7394fbcd6412d807b22315ad1d454.webp,2020,36000 km,gasolina,manual 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,1998 cc
Changan,CS35 Plus,1.6 Comfortable,USD,"u$s13,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/cs35-plus/pe/RT_PU_15d0dc157629411990444b7be936847c.webp,2021,16000 km,gasolina,manual 5 velocidades,Lima |Lima,Blanco,4 en línea,tela,1598 cc
Hyundai,Santa Fe,2.4L GL 4x2 Full Aut,USD,"u$s17,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/santa-fe/pe/RT_PU_433c564b6ed541218ad728875333c25f.webp,2013,80000 km,gasolina,automática secuencial 6 velocidades,Lima |Lima,Blanco,4 en línea,tela,2359 cc
Mazda,2 Sedán,1.5 Prime,USD,"u$s14,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/2-sedan/pe/RT_PU_2666e33d8c1343cd883afae5a9670558.webp,2022,13600 km,gasolina,manual 6 velocidades,Lima |Lima,Gris,4 en línea,tela,1500 cc
Great Wall,Voleex c30,1.5L Fashionable,PEN,"$20,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/great-wall/voleex-c30/pe/RT_PU_968fd74d65144a5bafd77fed481cde6d.webp,2011,255000 km,gasolina,manual 5 velocidades,Arequipa |Arequipa,Rojo,4 en línea,tela,1497 cc
Toyota,Corolla,1.8 Full,USD,"u$s9,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla/pe/RT_PU_3867a5c0a8f9487a8a63ea1beca6e58e.webp,2009,75000 km,gasolina,manual 6 velocidades,Lima |Lima,Gris,4 en línea,tela,1798 cc
JAC,JS3,Luxury,USD,"u$s13,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/js3/pe/RT_PU_9e511f5c8f35419aaa71ee4c556148d4.webp,2020,21000 km,gasolina,manual 6 velocidades,Mariscal Nieto |Moquegua,Negro,4 en línea,símil cuero,1600 cc
KIA,Sportage,2.0L Dluxe,USD,"u$s8,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_50339b396133430a9ed2663652c115ab.webp,2010,14500 km,gasolina,manual 5 velocidades,Lima |Lima,Plata,4 en línea,tela,2000 cc
Subaru,XV,2.0i AWD Aut,USD,"u$s18,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/xv/pe/RT_PU_f78ea0f8e5594c5d9f8b6f22eb539d51.webp,2016,51000 km,gasolina,automática CVT con modo manual (6 vel),Callao |Callao,Plata Hielo,4 Bóxer,tela,1995 cc
Renault,Koleos,2.5L CVT 4x4,USD,"u$s10,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/koleos/pe/RT_PU_13b262981d7e40d182180df59418d8f9.webp,2012,170000 km,gasolina,Xtronic CVT con modo manual (6 vel),Lima |Lima,Gris,4 en línea,cuero,2488 cc
Volkswagen,Crossfox,1.6L Highline,USD,"u$s13,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/crossfox/pe/RT_PU_ac2208ea776043489c192986cb5ba4e6.webp,2018,9900 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,4 en línea,tela,1598 cc
Chery,Tiggo 7 PRO,1.5L Full Aut,USD,"u$s18,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo-7-pro/pe/RT_PU_65ff33cb23da4892ad0ffd26a526e65f.webp,2022,4000 km,gasolina,automática 9 velocidades,Trujillo |La Libertad,Rojo,4 en línea,símil cuero,1498 cc
Changan,Grand Super Van,1.5L 11pas,USD,"u$s9,800",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/grand-super-van/pe/RT_PU_db58f70d1fc343aaa1e661ff949f9022.webp,2020,16500 km,gasolina,manual 5 velocidades,Lima |Lima,Blanco,4 en línea,tela,1488 cc
DFSK,560,1.8L,USD,"u$s15,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dfsk/560/pe/RT_PU_4f345485d9984ad4b5f349ae6fb76945.webp,2022,40000 km,gasolina,manual 5 velocidades,Lima |Lima,Rojo,4 en línea,símil cuero y tela,1794 cc
Suzuki,Grand Vitara,1.6L WT Full,USD,"u$s14,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-vitara/pe/RT_PU_ca026668b0bf44d5ae25a278c16763a0.webp,2016,41000 km,gasolina,manual 5 velocidades,Lima |Lima,Marrón,4 en línea,tela,1586 cc
Chery,Tiggo 8,1.5L Full Aut,USD,"u$s23,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo-8/pe/RT_PU_0019515b84104051979061037211a66a.webp,2022,13500 km,gasolina,automática 6 velocidades,Lima |Lima,Plata,4 en línea,símil cuero y tela,1500 cc
Mercedes Benz,Clase CLA,200 Kit AMG,USD,"u$s22,300",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mercedes-benz/clase-cla/pe/RT_PU_e8971f2dd2dd4746bbff1917c2fd0cd3.webp,2014,37500 km,gasolina,automática 7 velocidades,Piura |Piura,Plata,4 en línea,tela y cuero,1332 cc
Mazda,2 Sedán,1.5 Prime,USD,"u$s12,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/2-sedan/pe/RT_PU_1192469e46034d95a0530dd4024399b7.webp,2016,68000 km,gasolina,manual 6 velocidades,Lima |Lima,Rojo,4 en línea,tela,1500 cc
KIA,Rio Hatchback,1.4L EX Full,PEN,"$72,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/rio-hatchback/pe/RT_PU_3a4418c9db404065975f6143172499c5.webp,2023,22500 km,gasolina,manual 6 velocidades,Islay |Arequipa,Negro,4 en línea,tela,1396 cc
Geely,GX3,1.5L Exclusive CVT,USD,"u$s11,750",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/geely/gx3/pe/RT_PU_82a35c545a2c4bc3a54cb3697bdae329.webp,2021,18300 km,gasolina,automática 8 velocidades,Lima |Lima,Dorado,4 en línea,símil cuero,1498 cc
Nissan,X-Trail,Exclusive Full,USD,"u$s24,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_5bd7f32caa6143cbb2c5561cfbed2467.webp,2017,100000 km,gasolina,Xtronic CVT con modo manual (6 vel),Lima |Lima,Verde,4 en línea,cuero,2488 cc
Volkswagen,Amarok,2.0 Power Plus TDI,USD,"u$s23,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/amarok/pe/RT_PU_fd67e00ac44349568fda4044463070dc.webp,2016,120000 km,diesel,manual 6 velocidades,Lima |Lima,Negro,4 en línea,tela,1968 cc
Volkswagen,Gol,1.6L Comfort,USD,"u$s10,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol/pe/RT_PU_79fcf181fe0c4520bff96c5fc481f25c.webp,2019,36000 km,gasolina,manual 5 velocidades,Callao |Callao,Azul,4 en línea,tela,1596 cc
Mazda,3 Sport,2.5L High,USD,"u$s15,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sport/pe/RT_PU_e2a7703eeb6448e6985430334de307d6.webp,2020,50500 km,gasolina,manual 6 velocidades,Lima |Lima,Plata,4 en línea,cuero,2488 cc
Renault,Duster,2.0L Dynamique 4x4,USD,"u$s13,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster/pe/RT_PU_9c2358a7cda6499da4c6ea58c8c3e8e4.webp,2014,66600 km,gasolina,manual 6 velocidades,Lima |Lima,Negro Nacarado,4 en línea,tela,1998 cc
Subaru,Forester,2.5i Limited,USD,"u$s31,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/forester/pe/RT_PU_7e6994f2e822444185adc4927b937b95.jpg,2020,24000 km,gasolina,automática CVT,Arequipa |Arequipa,Gris,4 en línea,cuero,1995 cc
Volkswagen,Gol,1.6L Concept Plus,USD,"u$s8,600",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol/pe/RT_PU_5b59850a47c945ed862ff821971f1ff5.webp,2015,92200 km,gasolina,manual 5 velocidades,Lima |Lima,Gris,4 en línea,tela,1598 cc
Renault,Stepway,1.6L,USD,"u$s9,533",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/stepway/pe/RT_PU_c4eac1c1d26d4e52afe222e20468c78b.webp,2016,109372 km,gasolina,manual 5 velocidades,Huancayo |Junin,Rojo Vivo,4 en línea,tela,1598 cc
Mazda,CX-5,2.0L Core MT,USD,"u$s15,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-5/pe/RT_PU_372c02dda015480c8b62740d0fc7c468.webp,2014,80000 km,gasolina,manual 6 velocidades,Lima |Lima,Azul,4 en línea,tela,1998 cc
Seat,Leon,1.8T FR,USD,"u$s9,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/seat/leon/pe/RT_PU_0cb5566dbcbe4c118fc1e64b859dccb9.webp,2011,72500 km,gasolina,DSG 7 velocidades,Arequipa |Arequipa,Negro,4 en línea,tela,1799 cc
JAC,Refine,2.4L 12P,USD,"u$s13,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/refine/pe/RT_PU_8592c85be5c14cafa080bb97ae841d73.webp,2013,112000 km,gasolina,manual 5 velocidades,Callao |Callao,Azul,4 en línea,tela,2351 cc
Suzuki,S presso,GA,USD,"u$s8,500",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/s-presso/pe/RT_PU_568702e07dbd4e458eeeaddb5df81168.webp,2022,8800 km,gasolina,manual 5 velocidades,Coronel Portillo |Ucayali,Plata,12 en V,tela,998 cc
Nissan,Kicks,Advance,USD,"u$s17,000",https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/kicks/pe/RT_PU_715a1efcc3494b1c89b150320efeb6e8.jpg,2017,50000 km,gasolina,manual 5 velocidades,Arequipa |Arequipa,Azul,4 en línea,tela,1598 cc
